rank_priority_only,issue_key,project,created_ts,updated_ts,issue_type,status,priority,priority_ordinal,text_len,text
355,AIRFLOW-5948,AIRFLOW,1573867078000,1599148714000,Improvement,Resolved,Critical,2,396,"Replace SimpleDag with serialized version Replace SimpleDag with serialized version (json over multiprocessing) in SchedulerJob etc., no other change in scheduler behaviour. (This doesn't make sense long term, but does tidy up the code) Currently, we have 2 Serialized Representation: # SimpleDags (were created because SimpleDags were not pickleable) # Serialized DAG We should remove SimpleDags"
356,AIRFLOW-6124,AIRFLOW,1575034100000,1575034302000,Bug,Open,Critical,2,3771,"tmp folder gets deleted, shell-init: error retrieving current directory My dag has three SparkSubmitOperators and throws this error occasionally after executing one task. If I trigger the job manually by ignoring all dependencies, it works well. Most likely /tmp folder is getting deleted and it cannot find it again {{```[2019-11-29 12:58:54,548] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,547] \{base_hook.py:84} INFO - Using connection to: id: spark_default. Host: yarn, Port: None, Schema: None, Login: None, Password: None, extra: \{'deploy-mode': 'cluster', 'spark-binary': '/usr/bin/spark2-submit/'} [2019-11-29 12:58:54,548] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,548] \{spark_submit_hook.py:302} INFO - Spark-Submit cmd: ['spark-submit', '--master', 'yarn', '--conf', 'spark.yarn.maxAppAttempts=2', '--files', '/home/centos/airflow/dags/conf/aws_keys.pickle', '--num-executors', '4', '--executor-cores', '4', '--executor-memory', '20G', '--name', 'universal_cross_matrix_joins_AUS_27-11-2019', '--deploy-mode', 'cluster', '/home/centos/airflow/scripts/near-airflow-repo/scripts/universal_cross_matrix/join_ifa_ncid.py', '--input_date', '27-11-2019', '--country', 'AUS', '--tenant_id', '63ce7457'] [2019-11-29 12:58:54,553] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,553] \{spark_submit_hook.py:433} INFO - shell-init: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,555] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,555] \{spark_submit_hook.py:433} INFO - shell-init: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,557] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,557] \{spark_submit_hook.py:433} INFO - shell-init: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,560] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,560] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,563] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,563] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,565] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,564] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,567] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,567] \{spark_submit_hook.py:433} INFO - shell-init: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,569] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,569] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,571] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,571] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,574] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,574] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory [2019-11-29 12:58:54,576] \{logging_mixin.py:112} INFO - [2019-11-29 12:58:54,576] \{spark_submit_hook.py:433} INFO - chdir: error retrieving current directory: getcwd: cannot access parent directories: No such file or directory```}}"
357,AIRFLOW-6159,AIRFLOW,1575327366000,1575935744000,Improvement,Resolved,Critical,2,208,"Change logging level of the heartbeat message to DEBUG As mentioned in https://stackoverflow.com/questions/59142508/airflow-disable-heartbeat-logs , the logs containing heartbeat details can become too noisy."
358,AIRFLOW-6207,AIRFLOW,1575923665000,1586474733000,Bug,Open,Critical,2,824,"Dag run twice in airflow [!https://user-images.githubusercontent.com/26398961/70459068-67356780-1ad9-11ea-86a8-44d1bbfb574d.png!|https://user-images.githubusercontent.com/26398961/70459068-67356780-1ad9-11ea-86a8-44d1bbfb574d.png] As you can see the dag xyz_dag run twice a day and XYZ dag is the scheduled dag, not manual trigger for the first run it runs at 5:10:16 and the second run it ran at 5:10:58 similarly this behavior has been observed for my all 400 dags. I don't know why this behavior has occurred and I don't know how this can be solved any help will be appreciated. below I have shared xyx_dag.py file. [!https://user-images.githubusercontent.com/26398961/70460387-30ad1c00-1adc-11ea-8241-ce3dd6d7556c.png!|https://user-images.githubusercontent.com/26398961/70460387-30ad1c00-1adc-11ea-8241-ce3dd6d7556c.png]"
359,AIRFLOW-6385,AIRFLOW,1577571955000,1578695321000,Bug,Resolved,Critical,2,971,"SlackAPIPostOperator fails when blocks not set After upgrade to 1.10.7 all slack notifications became faulty SlackAPIPostOperator fails when blocks not set {code} t_slack_ok = SlackAPIPostOperator( task_id = 'notify_ok', token = Variable.get('slack.token'), channel = Variable.get('slack.channel'), text = ':rocket: {{ dag.dag_id }} for {{ ds }} has succeeded', dag = dag) {code} Causing an operator error: {code} [2019-12-28 21:55:14,668] {taskinstance.py:1088} ERROR - Slack API call failed (invalid_blocks_format) Traceback (most recent call last): File ""/usr/local/lib/python3.6/dist-packages/airflow/models/taskinstance.py"", line 955, in _run_raw_task result = task_copy.execute(context=context) File ""/usr/local/lib/python3.6/dist-packages/airflow/operators/slack_operator.py"", line 85, in execute slack.call(self.method, self.api_params) File ""/usr/local/lib/python3.6/dist-packages/airflow/hooks/slack_hook.py"", line 62, in call raise AirflowException(msg) {code}"
360,AIRFLOW-6402,AIRFLOW,1577707430000,1620203497000,Bug,Resolved,Critical,2,769,"SSH operator exception - 'NoneType' object has no attribute 'startswith' Hi I found a bug in the constructor off the new airflow (1.10.7). It's affects me when I am implementing my own operator (I'ts inherit from SshOperator) The default value for the ""self.command"" variable is None, while this line of code cant run because of the default value: {code:java} self.get_pty = self.command.startswith('sudo') or get_pty {code} My solution right now (In my plugin) is to send value of empty string to the constructor: {code:java} super().__init__(command='', *args, **kwargs){code} instead of: {code:java} super().__init__(*args, **kwargs){code} The problematic file is (line 83): {code:java} /v1-10-stable/airflow/contrib/operators/ssh_operator.py {code} !ddd.png! Thanks"
361,AIRFLOW-6426,AIRFLOW,1577976988000,1577984909000,Bug,Resolved,Critical,2,443,"Fix broken example_gcs Dag I get the following error with the current example_gcs DAG: https://github.com/apache/airflow/blob/aa90753cf5f64bf435044cf2e6b81a02fdcf6b33/airflow/gcp/example_dags/example_gcs.py#L130 {noformat} File ""/opt/airflow/airflow/gcp/operators/gcs.py"", line 372, in __init__ raise ValueError(""Either object or prefix should be set. Both are None"") ValueError: Either object or prefix should be set. Both are None {noformat}"
362,AIRFLOW-6436,AIRFLOW,1578030879000,1578770776000,Improvement,Resolved,Critical,2,349,"Create & Automate docs on Airflow Configs Follow Up of https://issues.apache.org/jira/browse/AIRFLOW-6414 This PR aims to automate the creation of Config docs and add pre-commit hooks that would also serve as tests. Also, add a structure to the documentation by adding the following sections: * Description * Example * Type * Default for each config"
363,AIRFLOW-6560,AIRFLOW,1579028781000,1582712063000,Bug,Open,Critical,2,623,"db password leaks to logs I have configured Airflow metadata db as MySQL. {code:java} sql_alchemy_conn = sqla+mysql://airflow:airflow@localhost:3306/airflow{code} After that I have used initdb command: {code:java} airflow initdb{code} Tables in the airflow db have been created. Then I have runed commands: {code:java} airflow worker{code} in logs: {code:java} [2020-01-14 18:39:03,457: INFO/MainProcess] Connected to sqla+mysql://airflow:airflow@localhost:3306/airflow{code} password as a plain text. Probably comes that from Celery - [https://github.com/celery/celery/blob/master/celery/worker/consumer/connection.py#L24]"
364,AIRFLOW-6696,AIRFLOW,1580490974000,1620203726000,Bug,Closed,Critical,2,1622,"Package manager installable not a full distribution for rbac use +Problem+ The 'pip' or 'conda' distribution of airflow is not a full distribution for anyone wanting a turn-key package. The 'dist' folder is not included in '.../www_rbac/static'. +Proposed solution+ The expectation of the package manager is to have a useable asset once the package is installed. Packages relying on additional dependencies tend to stick with +sdist+ packaging route, so that they can expose those dependencies during build time (think C-backed packages, for instance). 'conda install airflow' did not expose this need for an additional step, and based on numerous other issues open in the Airflow backlog, chances are 'pip install' suffers the same fate. Preferably for the proposed solution, just prescribe defaults for the 'dist' folder, and include ways to override it through some mechanism. Airflow already has this pattern for 'webserver_config.py', so the pattern is already there, if you'd want to extend the pattern to these assets. Whatever the solution, 'pip install' or 'conda install' should provide a usable, turn-key package without the need for an additional build system downstream. +Why+ Many of our deployment targets don't have npm, and won't ever have it. We are then forced into a position of composing an environment at a tag revision, then using 'conda-pack' to send that revision to another place where the static resources can be built, back to a second 'conda-pack' with the built bundle. From our perspective, this build pattern has minimal lift over the previous static deployment path and is mainly a hassle."
365,AIRFLOW-6772,AIRFLOW,1581424206000,1595333276000,Bug,Open,Critical,2,3891,"{celery_executor.py:224} ERROR - Error sending Celery task:No module named 'MySQLdb' I have installed airflow with python3.6 and airflow version as 1.10.7 I did necessary changes in airflow.cfg as below {code:java} // celery_result_backend = db+postgresql://airflow:airflow@localhost/airflow{code} When I am trying to run a sample DAG (tutorial), it is throwing this error in my scheduler. {code:java} [2020-02-11 13:20:50,892] {celery_executor.py:224} ERROR - Error sending Celery task:No module named 'MySQLdb' Celery Task ID: ('tutorial', 'print_date', datetime.datetime(2020, 2, 10, 0, 0, tzinfo=<TimezoneInfo [UTC, GMT, +00:00:00, STD]>), 1) Traceback (most recent call last): File ""/usr/local/lib/python3.6/dist-packages/airflow/executors/celery_executor.py"", line 118, in send_task_to_executor result = task.apply_async(args=[command], queue=queue) File ""/usr/local/lib/python3.6/dist-packages/celery/app/task.py"", line 568, in apply_async **options File ""/usr/local/lib/python3.6/dist-packages/celery/app/base.py"", line 771, in send_task amqp.send_task_message(P, name, message, **options) File ""/usr/local/lib/python3.6/dist-packages/celery/app/amqp.py"", line 559, in send_task_message **properties File ""/usr/local/lib/python3.6/dist-packages/kombu/messaging.py"", line 181, in publish exchange_name, declare, File ""/usr/local/lib/python3.6/dist-packages/kombu/connection.py"", line 518, in _ensured return fun(*args, **kwargs) File ""/usr/local/lib/python3.6/dist-packages/kombu/messaging.py"", line 194, in _publish [maybe_declare(entity) for entity in declare] File ""/usr/local/lib/python3.6/dist-packages/kombu/messaging.py"", line 194, in <listcomp> [maybe_declare(entity) for entity in declare] File ""/usr/local/lib/python3.6/dist-packages/kombu/messaging.py"", line 102, in maybe_declare return maybe_declare(entity, self.channel, retry, **retry_policy) File ""/usr/local/lib/python3.6/dist-packages/kombu/common.py"", line 121, in maybe_declare return _maybe_declare(entity, channel) File ""/usr/local/lib/python3.6/dist-packages/kombu/common.py"", line 161, in _maybe_declare entity.declare(channel=channel) File ""/usr/local/lib/python3.6/dist-packages/kombu/entity.py"", line 609, in declare self._create_queue(nowait=nowait, channel=channel) File ""/usr/local/lib/python3.6/dist-packages/kombu/entity.py"", line 618, in _create_queue self.queue_declare(nowait=nowait, passive=False, channel=channel) File ""/usr/local/lib/python3.6/dist-packages/kombu/entity.py"", line 653, in queue_declare nowait=nowait, File ""/usr/local/lib/python3.6/dist-packages/kombu/transport/virtual/base.py"", line 531, in queue_declare self._new_queue(queue, **kwargs) File ""/usr/local/lib/python3.6/dist-packages/kombu/transport/sqlalchemy/__init__.py"", line 82, in _new_queue self._get_or_create(queue) File ""/usr/local/lib/python3.6/dist-packages/kombu/transport/sqlalchemy/__init__.py"", line 70, in _get_or_create obj = self.session.query(self.queue_cls) \ File ""/usr/local/lib/python3.6/dist-packages/kombu/transport/sqlalchemy/__init__.py"", line 65, in session _, Session = self._open() File ""/usr/local/lib/python3.6/dist-packages/kombu/transport/sqlalchemy/__init__.py"", line 56, in _open engine = self._engine_from_config() File ""/usr/local/lib/python3.6/dist-packages/kombu/transport/sqlalchemy/__init__.py"", line 51, in _engine_from_config return create_engine(conninfo.hostname, **transport_options) File ""/usr/local/lib/python3.6/dist-packages/sqlalchemy/engine/__init__.py"", line 479, in create_engine return strategy.create(*args, **kwargs) File ""/usr/local/lib/python3.6/dist-packages/sqlalchemy/engine/strategies.py"", line 87, in create dbapi = dialect_cls.dbapi(**dbapi_args) File ""/usr/local/lib/python3.6/dist-packages/sqlalchemy/dialects/mysql/mysqldb.py"", line 118, in dbapi return __import__(""MySQLdb"") ModuleNotFoundError: No module named 'MySQLdb' {code} what could be the issue here"
